619,ED,MT
620,IA,IA
621,MC,IA
622,CE,PP
623,CE,CE
624,ED,EO
625,IA,PP
626,MC,MC
627,CE,CE
628,MC,CW
629,EO,EO
630,CC,CW
631,CC,CC
632,MT,CE
633,PP,PP
634,ED,ED
635,PP,IA
636,ED,ED
637,CE,CE
638,CW,MT
639,CC,CC
640,CW,CW
641,EO,EO
642,MT,MT
643,PP,CW
644,PP,MT
645,CC,CC
646,CC,CC
647,CE,CE
648,CW,CE
649,PP,MT
650,ED,ED
651,EO,EO
652,CE,IA
653,MC,MC
654,MT,MT
655,IA,IA
656,PP,MT
657,EO,EO
658,CC,PP
659,ED,CC
660,CC,CC
661,CC,CC
662,CW,CW
663,CE,CE
664,MT,CW
665,CE,CE
666,CW,IA
667,MT,MC
668,PP,PP
669,EO,ED
670,CW,CW
671,CW,CW
672,CW,CW
673,IA,MC
674,PP,PP
675,CC,CC
676,CC,CC
677,CW,CC
678,MT,PP
679,IA,CW
680,MC,MC
681,CW,CW
682,IA,IA
683,CW,CW
684,IA,IA
685,CC,CC
686,CE,PP
687,CE,CE
688,ED,ED
689,IA,CE
690,CW,CW
691,PP,MC
692,PP,PP
693,CW,CW
694,CW,CE
695,EO,EO
696,EO,MC
697,ED,ED
698,CE,CE
699,EO,EO
700,CE,CE
701,CC,CC
702,ED,ED
703,CE,CE
704,ED,CC
705,CW,MT
706,CE,CE
707,EO,CE
708,IA,IA
709,PP,MT
710,CW,CW
711,CE,CE
712,CE,CE
713,MC,MC
714,CE,CE
715,ED,CC
716,CC,CC
717,PP,MT
718,PP,MT
719,CW,CW
720,CE,CE
721,MC,MC
722,CW,CC
723,CW,CW
724,CW,CW
725,MC,MC
726,CE,CE
727,MT,ED
728,ED,IA
729,PP,CW
730,MC,MT
731,EO,EO
732,CE,CE
733,IA,PP
734,CE,CE
735,ED,CW
736,MT,MT
737,CW,CW
738,EO,PP
739,MT,MT
740,CE,CC
741,PP,MC
742,EO,EO
743,CW,CW
744,IA,CC
745,EO,EO
746,CW,CW
747,CW,IA
748,CW,PP
749,EO,CW
750,CW,PP
751,MC,MC
752,CE,CE
753,CW,CC
754,CE,EO
755,CE,CE
756,CE,EO
757,MC,MC
758,MC,MC
759,ED,ED
760,PP,CW
761,EO,EO
762,EO,EO
763,ED,ED
764,CC,CC
765,CE,CC
766,ED,ED
767,CE,CE
768,CC,CC
769,CE,PP
770,MT,IA
771,MT,MT
772,EO,EO
773,MT,PP
774,ED,ED
775,IA,IA
776,IA,EO
777,IA,IA
778,MT,MT
779,IA,IA
780,EO,EO
781,CW,CC
782,CW,IA
783,CC,CC
784,CE,CW
785,CE,CE
786,CW,CW
787,MT,IA
788,CW,CW
789,PP,PP
790,CW,PP
791,CE,CE
792,ED,ED
793,MC,CW
794,MC,IA
795,EO,EO
796,ED,ED
797,MT,PP
798,EO,CW
799,PP,PP
800,EO,MC
801,PP,PP
802,MC,MC
803,PP,EO
804,ED,IA
805,PP,PP
806,PP,PP
807,MT,CW
808,EO,CE
809,PP,EO
810,CC,CC
811,ED,ED
812,ED,ED
813,MC,MC
814,CE,CE
815,CE,CE
816,ED,ED
817,IA,IA
818,IA,IA
819,MT,MT
820,ED,ED
821,CW,CW
822,CE,CE
823,ED,ED
824,IA,ED
825,CE,CE
826,ED,ED
827,PP,EO
828,EO,EO
829,MT,PP
830,EO,EO
831,MT,MT
832,IA,CW
833,EO,EO
834,CC,CW
835,CW,CW
836,ED,ED
837,CW,CW
838,MC,MT
839,CE,CE
840,PP,PP
841,CC,CC
842,CC,CC
843,MC,MC
844,IA,CC
845,CE,CE
846,PP,CE
847,EO,EO
848,MT,MT
849,EO,CE
850,PP,MC
851,CE,CE
852,CW,CW
853,EO,EO
854,CE,PP
855,CW,CW
856,MC,MC
857,CE,CE
858,EO,PP
859,ED,PP
860,CW,CW
861,CW,CW
862,MC,MC
863,MT,PP
864,EO,EO
865,EO,MC
866,CC,ED
867,CC,CC
868,PP,MT
869,EO,MT
870,CW,IA
871,MT,MT
872,MC,PP
873,PP,CW
874,MT,MT
875,CC,CC
876,ED,ED
877,PP,IA
878,IA,CW
879,ED,ED
880,ED,ED
881,PP,MT
882,MC,MC
883,MC,IA
884,MT,CE
885,ED,ED
886,CW,CW
887,EO,CE
888,MT,IA
889,MT,PP
890,IA,IA
891,PP,MT
892,CC,CC
893,PP,PP
894,CC,CC
895,CW,CW
896,MC,CW
897,MC,MC
898,MC,CW
899,EO,EO
900,ED,ED
901,CC,CC
902,MC,MC
903,EO,EO
904,MT,MT
905,MT,CE
906,MT,PP
907,MC,CW
908,MT,PP
909,IA,CE
910,MT,IA
911,EO,CW
912,MC,MC
913,CC,IA
914,EO,EO
915,CE,CE
916,ED,ED
917,IA,IA
918,CW,CW
919,CC,IA
920,MC,MC
921,CE,CW
922,IA,ED
923,CW,IA
924,ED,ED
925,PP,MT
926,CW,CW
927,EO,EO
928,MT,EO
929,CW,CW
930,ED,PP
931,CC,CC
932,PP,MC
933,CW,CW
934,CW,CW
935,PP,PP
936,MT,MT
937,MC,MT
938,EO,CE
939,IA,CW
940,ED,ED
941,IA,IA
942,PP,EO
943,CW,CW
944,CW,CC
945,PP,MT
946,MC,CW
947,CE,CE
948,ED,MC
949,CW,CW
950,CC,CC
951,MT,MC
952,ED,ED
953,ED,ED
954,MT,MT
955,CE,EO
956,CE,CE
957,PP,IA
958,CE,CE
959,MT,MT
960,CW,IA
961,CW,CE
962,CE,PP
963,ED,ED
964,EO,PP
965,PP,IA
966,PP,IA
967,PP,EO
968,MC,PP
969,EO,EO
970,MT,MC
971,ED,CE
972,CE,PP
973,ED,ED
974,CE,CE
975,EO,EO
976,IA,IA
977,EO,EO
978,MC,CW
979,MC,MC
980,IA,IA
981,CE,CE
982,PP,MT
983,CW,CW
984,EO,MC
985,CE,MC
986,ED,ED
987,CE,PP
988,MC,IA
989,CE,CE
990,MT,MT
991,MT,MT
992,MC,MC
993,PP,MC
994,ED,ED
995,IA,IA
996,CW,CW
997,CE,CE
998,IA,CW
999,ED,ED
1000,EO,EO
1001,ED,ED
1002,ED,ED
1003,CW,CW
1004,CC,CC
1005,IA,IA
1006,CW,IA
1007,ED,ED
1008,ED,ED
1009,MC,PP
1010,ED,ED
1011,ED,ED
1012,MC,CW
1013,MT,MT
1014,MC,MC
1015,ED,ED
1016,MC,EO
1017,ED,PP
1018,ED,CC
1019,CE,CE
1020,CW,CW
1021,CW,CW
1022,EO,MC
1023,CC,CC
1024,CW,IA
1025,CC,CC
1026,MC,IA
1027,CW,CW
1028,MT,MT
1029,CE,MT
1030,PP,PP
1031,MC,MC
1032,CC,CC
1033,CE,CE
1034,CC,CC
1035,PP,ED
1036,MT,MT
1037,CC,CC
1038,PP,IA
1039,CE,CE
1040,MT,MT
1041,MT,MT
1042,CW,CW
1043,EO,PP
1044,CW,CE
1045,MC,MC
1046,CE,CE
1047,IA,CW
1048,PP,MC
1049,PP,IA
1050,CE,CE
1051,CE,CE
1052,ED,CE
1053,CC,CC
1054,MT,EO
1055,CC,CC
1056,CE,CE
1057,EO,EO
1058,CW,PP
1059,ED,ED
1060,MC,MC
1061,CE,EO
1062,ED,MT
1063,ED,ED
1064,CC,CW
1065,CW,CW
1066,CE,CE
1067,CW,MC
1068,CW,IA
1069,MC,IA
1070,EO,CW
1071,CW,CW
1072,MT,EO
1073,CE,CE
1074,MC,MC
1075,MC,CW
1076,EO,CE
1077,MT,MT
1078,CW,ED
1079,CE,CW
1080,EO,EO
1081,CE,CE
1082,CC,CC
1083,MT,MT
1084,EO,CE
1085,PP,PP
1086,MC,EO
1087,PP,PP
1088,ED,ED
1089,CW,CC
1090,CW,IA
1091,CE,IA
1092,PP,IA
1093,EO,CW
1094,CC,IA
1095,PP,MC
1096,ED,ED
1097,MT,PP
1098,MT,PP
1099,MT,MT
1100,ED,IA
1101,CE,CE
1102,CW,EO
1103,ED,ED
1104,MT,ED
1105,PP,PP
1106,ED,ED
1107,CC,CC
1108,CC,CC
1109,MC,EO
1110,ED,ED
1111,EO,PP
1112,CW,IA
1113,CE,CE
1114,MT,MT
1115,PP,CW
1116,EO,EO
1117,EO,EO
1118,CE,CW
1119,EO,CW
1120,CE,CE
1121,ED,ED
1122,CC,CC
1123,IA,MT
1124,CC,CE
1125,CE,CE
1126,ED,ED
1127,CC,ED
1128,MT,MT
1129,EO,EO
1130,MC,CW
1131,CW,CW
1132,CE,CE
1133,CW,CW
1134,ED,ED
1135,CC,CW
1136,PP,PP
1137,CC,IA
1138,CW,CW
1139,PP,ED
1140,ED,IA
1141,EO,EO
1142,CW,MC
1143,IA,IA
1144,MC,MT
1145,MT,MT
1146,MT,PP
1147,MT,PP
1148,CE,CE
1149,PP,ED
1150,CC,CC
1151,CE,CE
1152,EO,PP
1153,EO,EO
1154,CW,CW
1155,CE,CW
1156,EO,EO
1157,CC,IA
1158,CC,CC
1159,CC,CW
1160,CE,CE
1161,CE,CE
1162,ED,ED
1163,CC,CC
1164,CE,CE
1165,IA,CW
1166,CW,CW
1167,PP,CW
1168,CW,CW
1169,ED,ED
1170,CE,CE
1171,CW,CW
1172,MC,MC
1173,CW,EO
1174,EO,CE
1175,CC,CC
1176,CW,CW
1177,IA,IA
1178,ED,ED
1179,ED,ED
1180,MT,ED
1181,CC,CC
1182,MC,MC
1183,CE,CW
1184,EO,EO
1185,ED,IA
1186,PP,MC
1187,PP,PP
1188,CW,MC
1189,ED,ED
1190,CE,CE
1191,PP,PP
1192,MC,PP
1193,EO,EO
1194,ED,CC
1195,CW,CW
1196,CE,EO
1197,EO,CE
1198,CW,CE
1199,CE,CE
1200,CE,PP
1201,CE,CE
1202,IA,MC
1203,CW,CC
1204,EO,EO
1205,CC,CC
1206,CE,CE
1207,EO,EO
1208,PP,CW
1209,MC,MC
1210,EO,CW
1211,PP,PP
1212,CE,CE
1213,CE,EO
1214,CE,EO
1215,PP,ED
1216,ED,ED
1217,ED,ED
1218,PP,PP
1219,CE,PP
1220,MT,MT
1221,ED,ED
1222,ED,ED
1223,CE,CE
1224,CE,CE
1225,PP,MT
1226,PP,CW
1227,CE,CE
1228,CE,CE
1229,CE,EO
1230,ED,ED
1231,PP,CW
1232,CE,EO
1233,CC,CC
1234,CE,CE
1235,MC,MC
1236,PP,EO
1237,PP,MC
1238,CW,CC
1239,CE,CE
1240,IA,PP
1241,CW,MC
1242,CW,CW
1243,CC,CW
1244,ED,IA
1245,CW,IA
1246,CC,IA
1247,CW,CW
1248,CC,CC
1249,ED,CC
1250,CE,CE
1251,CW,CW
1252,MT,MT
1253,CW,EO
1254,EO,EO
1255,CE,CE
1256,MC,EO
1257,CW,CW
1258,EO,EO
1259,PP,MT
1260,CW,CW
1261,MT,PP
1262,MC,MC
1263,CE,MT
1264,PP,EO
1265,PP,CW
1266,CE,EO
1267,CW,CW
1268,MC,PP
1269,EO,EO
1270,CW,CW
1271,CE,CE
1272,MC,MC
1273,CC,CC
1274,CC,CC
1275,CC,CC
1276,MT,MT
1277,CC,CC
1278,CC,CC
1279,MC,MC
1280,EO,EO
1281,CE,EO
1282,MC,CW
1283,CW,CW
1284,IA,IA
1285,EO,EO
1286,CW,CC
1287,ED,ED
1288,ED,ED
1289,EO,EO
1290,IA,PP
1291,CC,CC
1292,PP,PP
1293,PP,PP
1294,PP,PP
1295,CW,MC
1296,EO,CE
1297,CC,CC
1298,ED,CC
